instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
15100,2012-09-26,4,1,9,8,0,3,1,1,0.56,0.5303,0.73,0.2985,30,808,838
3465,2011-05-29,2,0,5,6,0,0,0,2,0.62,0.5606,0.88,0.19399999999999998,5,10,15
12129,2012-05-25,2,1,5,13,0,5,1,1,0.74,0.6818,0.62,0.1343,86,247,333
12291,2012-06-01,2,1,6,7,0,5,1,2,0.64,0.5758,0.89,0.19399999999999998,33,369,402
3352,2011-05-24,2,0,5,13,0,2,1,1,0.78,0.6970000000000001,0.46,0.2537,38,152,190
4680,2011-07-18,3,0,7,21,0,1,1,1,0.74,0.6970000000000001,0.66,0.19399999999999998,48,154,202
4008,2011-06-20,2,0,6,21,0,1,1,1,0.64,0.6061,0.73,0.1642,39,167,206
6869,2011-10-18,4,0,10,18,0,2,1,1,0.56,0.5303,0.68,0.1045,58,512,570
13972,2012-08-10,3,1,8,8,0,5,1,3,0.62,0.5455,0.91,0.1642,7,112,119
8260,2011-12-15,4,0,12,19,0,4,1,2,0.52,0.5,0.59,0.2836,13,274,287
11029,2012-04-09,2,1,4,16,0,1,1,1,0.56,0.5303,0.3,0.4179,81,310,391
16531,2012-11-26,4,1,11,12,0,1,1,1,0.42,0.4242,0.35,0.1045,22,188,210
813,2011-02-06,1,0,2,7,0,0,0,1,0.24,0.2424,0.65,0.1642,0,8,8
8906,2012-01-11,1,1,1,22,0,3,1,3,0.34,0.3333,0.87,0.19399999999999998,0,49,49
15680,2012-10-20,4,1,10,12,0,6,0,1,0.56,0.5303,0.46,0.1045,267,436,703
3539,2011-06-01,2,0,6,8,0,3,1,2,0.72,0.6970000000000001,0.79,0.19399999999999998,37,417,454
4075,2011-06-23,3,0,6,16,0,4,1,2,0.74,0.6818,0.62,0.2985,58,217,275
13097,2012-07-04,3,1,7,21,1,3,0,1,0.84,0.8029999999999999,0.53,0.1343,222,362,584
1828,2011-03-21,2,0,3,21,0,1,1,1,0.46,0.4545,0.94,0.19399999999999998,12,79,91
9375,2012-01-31,1,1,1,12,0,2,1,1,0.4,0.4091,0.43,0.2985,13,181,194
1668,2011-03-15,1,0,3,1,0,2,1,1,0.3,0.303,0.62,0.0896,4,6,10
5567,2011-08-24,3,0,8,20,0,3,1,1,0.72,0.6667,0.58,0.2985,45,289,334
7845,2011-11-28,4,0,11,12,0,1,1,1,0.56,0.5303,0.6,0.1045,13,165,178
4802,2011-07-23,3,0,7,23,0,6,0,1,0.8,0.7727,0.59,0.1045,27,77,104
10029,2012-02-27,1,1,2,21,0,1,1,1,0.46,0.4545,0.36,0.2836,14,181,195
13351,2012-07-15,3,1,7,11,0,0,0,1,0.82,0.7727,0.52,0.1642,170,281,451
16854,2012-12-10,4,1,12,0,0,1,1,3,0.36,0.3636,1.0,0.0896,0,20,20
13343,2012-07-15,3,1,7,3,0,0,0,2,0.68,0.6364,0.89,0.1642,15,42,57
12931,2012-06-27,3,1,6,23,0,3,1,1,0.68,0.6364,0.47,0.1343,11,148,159
6617,2011-10-08,4,0,10,6,0,6,0,1,0.42,0.4242,0.94,0.0,6,16,22
16648,2012-12-01,4,1,12,10,0,6,0,2,0.28,0.2727,0.89,0.1642,45,211,256
6444,2011-10-01,4,0,10,1,0,6,0,1,0.48,0.4697,0.67,0.3284,11,47,58
11115,2012-04-13,2,1,4,7,0,5,1,1,0.34,0.3182,0.61,0.2239,13,283,296
797,2011-02-05,1,0,2,15,0,6,0,3,0.22,0.2727,1.0,0.0,11,49,60
501,2011-01-22,1,0,1,22,0,6,0,1,0.06,0.1515,0.49,0.0,7,23,30
2536,2011-04-20,2,0,4,13,0,3,1,1,0.7,0.6515,0.48,0.3881,42,135,177
4729,2011-07-20,3,0,7,22,0,3,1,1,0.78,0.7727,0.7,0.2239,25,144,169
10351,2012-03-12,1,1,3,9,0,1,1,1,0.38,0.3939,0.54,0.1642,21,260,281
16329,2012-11-18,4,1,11,2,0,0,0,1,0.28,0.2879,0.81,0.1045,8,65,73
9665,2012-02-12,1,1,2,15,0,0,0,1,0.16,0.1212,0.4,0.5522,5,150,155
2981,2011-05-09,2,0,5,2,0,1,1,1,0.44,0.4394,0.94,0.0,6,2,8
11501,2012-04-29,2,1,4,9,0,0,0,1,0.4,0.4091,0.71,0.1343,52,133,185
8759,2012-01-05,1,1,1,18,0,4,1,1,0.34,0.3333,0.36,0.1642,9,374,383
10123,2012-03-02,1,1,3,20,0,5,1,2,0.36,0.3485,0.87,0.19399999999999998,7,93,100
16551,2012-11-27,4,1,11,8,0,2,1,3,0.32,0.3182,0.81,0.1642,6,494,500
14205,2012-08-20,3,1,8,1,0,1,1,1,0.6,0.5606,0.83,0.1642,0,10,10
10785,2012-03-30,2,1,3,11,0,5,1,2,0.36,0.3788,0.53,0.0,48,153,201
8134,2011-12-10,4,0,12,13,0,6,0,1,0.34,0.303,0.34,0.4179,47,239,286
13212,2012-07-09,3,1,7,16,0,1,1,1,0.78,0.6970000000000001,0.4,0.2836,88,325,413
17138,2012-12-21,1,1,12,20,0,5,1,1,0.28,0.2727,0.41,0.2537,8,104,112
5568,2011-08-24,3,0,8,21,0,3,1,1,0.7,0.6515,0.61,0.3582,47,189,236
7733,2011-11-23,4,0,11,19,0,3,1,1,0.38,0.3939,0.58,0.3881,6,116,122
11072,2012-04-11,2,1,4,12,0,3,1,2,0.36,0.3333,0.46,0.3881,35,147,182
11801,2012-05-11,2,1,5,21,0,5,1,1,0.6,0.6061,0.28,0.1045,45,225,270
14358,2012-08-26,3,1,8,10,0,0,0,1,0.74,0.6970000000000001,0.66,0.3881,127,258,385
10972,2012-04-07,2,1,4,7,0,6,0,1,0.32,0.303,0.33,0.2836,14,40,54
5616,2011-08-26,3,0,8,21,0,5,1,1,0.72,0.6970000000000001,0.79,0.1642,38,152,190
12027,2012-05-21,2,1,5,7,0,1,1,3,0.56,0.5303,0.88,0.2985,7,146,153
15795,2012-10-25,4,1,10,7,0,4,1,2,0.52,0.5,0.88,0.19399999999999998,18,477,495
11521,2012-04-30,2,1,4,5,0,1,1,1,0.38,0.3939,0.62,0.2537,1,19,20
6370,2011-09-27,4,0,9,23,0,2,1,1,0.6,0.5455,0.88,0.0896,11,82,93
9769,2012-02-16,1,1,2,23,0,4,1,1,0.32,0.3333,0.81,0.0896,3,70,73
3637,2011-06-05,2,0,6,10,0,0,0,2,0.62,0.5909,0.73,0.0896,83,168,251
5767,2011-09-02,3,0,9,17,0,5,1,2,0.68,0.6364,0.65,0.1642,78,377,455
3307,2011-05-22,2,0,5,16,0,0,0,1,0.68,0.6364,0.61,0.1343,72,201,273
3281,2011-05-21,2,0,5,14,0,6,0,1,0.72,0.6515,0.42,0.0,187,269,456
7375,2011-11-08,4,0,11,21,0,2,1,1,0.4,0.4091,0.76,0.0,16,166,182
7899,2011-11-30,4,0,11,18,0,3,1,1,0.34,0.303,0.49,0.3284,7,369,376
9291,2012-01-28,1,1,1,0,0,6,0,1,0.3,0.2879,0.52,0.2836,1,68,69
5363,2011-08-16,3,0,8,8,0,2,1,1,0.7,0.6515,0.58,0.4478,24,417,441
9831,2012-02-19,1,1,2,13,0,0,0,1,0.3,0.303,0.49,0.1642,64,197,261
17073,2012-12-19,4,1,12,3,0,3,1,1,0.26,0.2727,0.75,0.1343,0,5,5
5270,2011-08-12,3,0,8,11,0,5,1,1,0.76,0.6667,0.29,0.0,48,108,156
15218,2012-10-01,4,1,10,6,0,1,1,1,0.44,0.4394,0.77,0.1045,8,147,155
4246,2011-06-30,3,0,6,19,0,4,1,1,0.74,0.6515,0.33,0.19399999999999998,89,366,455
9455,2012-02-03,1,1,2,20,0,5,1,1,0.34,0.3485,0.49,0.1045,8,155,163
1327,2011-02-28,1,0,2,13,0,1,1,3,0.46,0.4545,0.94,0.2239,1,31,32
6874,2011-10-18,4,0,10,23,0,2,1,2,0.52,0.5,0.77,0.19399999999999998,7,63,70
8450,2011-12-23,1,0,12,17,0,5,1,1,0.36,0.3485,0.53,0.2239,11,129,140
12296,2012-06-01,2,1,6,12,0,5,1,2,0.7,0.6667,0.74,0.3582,72,238,310
16219,2012-11-13,4,1,11,12,0,2,1,1,0.34,0.3182,0.61,0.2836,16,180,196
16774,2012-12-06,4,1,12,16,0,4,1,1,0.32,0.3485,0.42,0.0,39,292,331
10499,2012-03-18,1,1,3,13,0,0,0,2,0.46,0.4545,0.82,0.1642,198,346,544
11933,2012-05-17,2,1,5,9,0,4,1,1,0.54,0.5152,0.52,0.4179,57,289,346
3201,2011-05-18,2,0,5,6,0,3,1,1,0.52,0.5,1.0,0.1343,2,99,101
1713,2011-03-17,1,0,3,0,0,4,1,1,0.38,0.3939,0.66,0.2537,4,19,23
15150,2012-09-28,4,1,9,10,0,5,1,2,0.64,0.5909,0.78,0.1343,51,194,245
2232,2011-04-07,2,0,4,20,0,4,1,1,0.44,0.4394,0.62,0.1642,37,166,203
3049,2011-05-11,2,0,5,22,0,3,1,1,0.5,0.4848,0.72,0.2537,12,134,146
6652,2011-10-09,4,0,10,17,0,0,0,1,0.62,0.6061,0.61,0.1045,208,230,438
11881,2012-05-15,2,1,5,5,0,2,1,3,0.56,0.5303,0.94,0.2239,0,8,8
4284,2011-07-02,3,0,7,9,0,6,0,1,0.74,0.6667,0.51,0.0896,55,124,179
14862,2012-09-16,3,1,9,10,0,0,0,1,0.62,0.6212,0.5,0.1045,160,330,490
15238,2012-10-02,4,1,10,2,0,2,1,2,0.54,0.5152,0.77,0.1045,0,2,2
1140,2011-02-20,1,0,2,6,0,0,0,1,0.2,0.1818,0.47,0.2985,1,1,2
13930,2012-08-08,3,1,8,14,0,3,1,2,0.8,0.7424,0.52,0.2537,63,173,236
8153,2011-12-11,4,0,12,8,0,0,0,1,0.16,0.2273,0.69,0.0,4,68,72
7023,2011-10-25,4,0,10,5,0,2,1,1,0.38,0.3939,0.87,0.1343,0,24,24
7184,2011-10-31,4,0,10,22,0,1,1,2,0.36,0.3485,0.76,0.19399999999999998,8,77,85
12972,2012-06-29,3,1,6,16,0,5,1,1,0.96,0.9091,0.36,0.0,59,292,351
16719,2012-12-04,4,1,12,9,0,2,1,1,0.46,0.4545,0.82,0.1045,19,317,336
1976,2011-03-28,2,0,3,3,0,1,1,1,0.22,0.2273,0.44,0.1642,0,2,2
2440,2011-04-16,2,0,4,13,0,6,0,3,0.46,0.4545,0.94,0.5224,9,49,58
8342,2011-12-19,4,0,12,5,0,1,1,1,0.14,0.1667,0.93,0.1045,0,21,21
4429,2011-07-08,3,0,7,10,0,5,1,2,0.74,0.6970000000000001,0.7,0.3582,30,108,138
10607,2012-03-23,2,1,3,1,0,5,1,1,0.54,0.5152,0.88,0.0,18,32,50
325,2011-01-15,1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0.0,3,25,28
5298,2011-08-13,3,0,8,15,0,6,0,3,0.68,0.6364,0.79,0.3582,150,208,358
5163,2011-08-08,3,0,8,0,0,1,1,1,0.7,0.6667,0.79,0.1045,13,17,30
7045,2011-10-26,4,0,10,3,0,3,1,1,0.44,0.4394,0.67,0.2239,0,3,3
14377,2012-08-27,3,1,8,5,0,1,1,1,0.62,0.5606,0.88,0.0,4,32,36
15862,2012-10-28,4,1,10,2,0,0,0,2,0.5,0.4848,0.68,0.2985,17,99,116
1540,2011-03-09,1,0,3,12,0,3,1,2,0.32,0.303,0.76,0.2537,14,84,98
17266,2012-12-27,1,1,12,6,0,4,1,1,0.24,0.19699999999999998,0.7,0.4925,0,45,45
4128,2011-06-25,3,0,6,21,0,6,0,1,0.68,0.6364,0.51,0.1642,62,140,202
447,2011-01-20,1,0,1,15,0,4,1,2,0.32,0.3182,0.45,0.19399999999999998,8,62,70
11166,2012-04-15,2,1,4,10,0,0,0,1,0.58,0.5455,0.53,0.2239,186,235,421
13066,2012-07-03,3,1,7,14,0,2,1,1,0.9,0.7727,0.25,0.19399999999999998,69,241,310
7463,2011-11-12,4,0,11,13,0,6,0,1,0.48,0.4697,0.36,0.2836,128,225,353
6045,2011-09-14,3,0,9,10,0,3,1,1,0.7,0.6515,0.7,0.1343,27,115,142
14101,2012-08-15,3,1,8,17,0,3,1,1,0.74,0.6818,0.55,0.2836,102,749,851
3978,2011-06-19,2,0,6,15,0,0,0,2,0.74,0.6818,0.55,0.1045,146,216,362
12042,2012-05-21,2,1,5,22,0,1,1,2,0.62,0.5909,0.73,0.1642,26,116,142
2484,2011-04-18,2,0,4,9,0,1,1,2,0.5,0.4848,0.55,0.1045,37,132,169
13732,2012-07-31,3,1,7,8,0,2,1,1,0.7,0.6667,0.79,0.1343,30,730,760
10853,2012-04-02,2,1,4,8,0,1,1,1,0.36,0.3333,0.57,0.3284,36,553,589
8602,2011-12-30,1,0,12,4,0,5,1,1,0.24,0.2576,0.7,0.0896,0,2,2
8644,2011-12-31,1,0,12,22,0,6,0,1,0.38,0.3939,0.62,0.1343,2,36,38
12580,2012-06-13,2,1,6,8,0,3,1,2,0.62,0.5909,0.73,0.5224,41,672,713
15789,2012-10-25,4,1,10,1,0,4,1,1,0.58,0.5455,0.68,0.0,6,22,28
13991,2012-08-11,3,1,8,3,0,6,0,3,0.62,0.5758,0.83,0.1642,2,19,21
10697,2012-03-26,2,1,3,19,0,1,1,1,0.42,0.4242,0.24,0.3582,41,417,458
12855,2012-06-24,3,1,6,19,0,0,0,1,0.8,0.7121,0.38,0.2985,176,247,423
6952,2011-10-22,4,0,10,6,0,6,0,1,0.36,0.3788,0.71,0.0,1,17,18
1936,2011-03-26,2,0,3,10,0,6,0,1,0.26,0.2576,0.41,0.1642,32,93,125
13389,2012-07-17,3,1,7,1,0,2,1,1,0.74,0.6970000000000001,0.7,0.0,4,21,25
4940,2011-07-29,3,0,7,17,0,5,1,1,0.96,0.8636,0.3,0.2985,47,374,421
6991,2011-10-23,4,0,10,21,0,0,0,1,0.44,0.4394,0.72,0.0896,24,75,99
6549,2011-10-05,4,0,10,10,0,3,1,1,0.56,0.5303,0.56,0.3881,30,103,133
16895,2012-12-11,4,1,12,17,0,2,1,1,0.32,0.303,0.53,0.2239,21,580,601
5089,2011-08-04,3,0,8,22,0,4,1,1,0.68,0.6364,0.74,0.19399999999999998,33,141,174
7841,2011-11-28,4,0,11,8,0,1,1,2,0.42,0.4242,0.94,0.0,13,394,407
14641,2012-09-07,3,1,9,5,0,5,1,1,0.62,0.5606,0.88,0.0,1,39,40
15352,2012-10-06,4,1,10,20,0,6,0,1,0.48,0.4697,0.55,0.2537,75,172,247
4733,2011-07-21,3,0,7,2,0,4,1,2,0.74,0.7273,0.84,0.2239,2,4,6
7171,2011-10-31,4,0,10,9,0,1,1,2,0.32,0.3182,0.76,0.1642,14,197,211
7763,2011-11-25,4,0,11,1,0,5,1,1,0.34,0.3636,0.76,0.0,2,12,14
12630,2012-06-15,2,1,6,10,0,5,1,1,0.64,0.6212,0.57,0.1642,56,160,216
5924,2011-09-09,3,0,9,8,0,5,1,3,0.62,0.5455,0.94,0.1642,12,276,288
2828,2011-05-02,2,0,5,17,0,1,1,1,0.66,0.6212,0.65,0.19399999999999998,65,472,537
1836,2011-03-22,2,0,3,5,0,2,1,2,0.4,0.4091,0.87,0.1343,1,11,12
9392,2012-02-01,1,1,2,5,0,3,1,1,0.4,0.4091,0.5,0.1642,0,18,18
6880,2011-10-19,4,0,10,6,0,3,1,3,0.52,0.5,0.83,0.2537,3,28,31
15781,2012-10-24,4,1,10,17,0,3,1,1,0.66,0.6212,0.47,0.0,87,876,963
1958,2011-03-27,2,0,3,9,0,0,0,1,0.22,0.2273,0.55,0.1343,17,37,54
685,2011-01-31,1,0,1,20,0,1,1,3,0.16,0.1667,0.59,0.1642,0,78,78
12603,2012-06-14,2,1,6,7,0,4,1,1,0.6,0.6061,0.6,0.2836,26,480,506
4336,2011-07-04,3,0,7,13,1,1,0,2,0.78,0.7121,0.49,0.0,242,181,423
5066,2011-08-03,3,0,8,23,0,3,1,2,0.68,0.6364,0.89,0.0896,4,52,56
1584,2011-03-11,1,0,3,11,0,5,1,2,0.32,0.303,0.57,0.2985,14,67,81
17100,2012-12-20,4,1,12,6,0,4,1,2,0.3,0.3333,0.65,0.0,4,114,118
16903,2012-12-12,4,1,12,1,0,3,1,1,0.28,0.2727,0.61,0.2239,3,18,21
10809,2012-03-31,2,1,3,11,0,6,0,1,0.46,0.4545,0.72,0.1343,184,279,463
3416,2011-05-27,2,0,5,5,0,5,1,1,0.64,0.6061,0.65,0.2836,2,29,31
15936,2012-11-01,4,1,11,16,0,4,1,2,0.4,0.4091,0.54,0.1642,31,313,344
12437,2012-06-07,2,1,6,9,0,4,1,1,0.58,0.5455,0.68,0.0,37,300,337
10917,2012-04-05,2,1,4,0,0,4,1,1,0.52,0.5,0.23,0.4179,12,33,45
15192,2012-09-30,4,1,9,4,0,0,0,1,0.46,0.4545,0.67,0.0896,1,6,7
6870,2011-10-18,4,0,10,19,0,2,1,1,0.56,0.5303,0.6,0.1045,31,286,317
3185,2011-05-17,2,0,5,14,0,2,1,1,0.62,0.5909,0.73,0.4627,61,123,184
15010,2012-09-22,3,1,9,14,0,6,0,1,0.76,0.6818,0.48,0.2836,250,404,654
8835,2012-01-08,1,1,1,22,0,0,0,1,0.26,0.2727,0.6,0.1045,4,54,58
7092,2011-10-28,4,0,10,2,0,5,1,1,0.32,0.303,0.66,0.2836,1,3,4
5325,2011-08-14,3,0,8,18,0,0,0,1,0.74,0.6970000000000001,0.66,0.1642,125,222,347
12244,2012-05-30,2,1,5,8,0,3,1,2,0.6,0.5909,0.73,0.1642,29,642,671
15104,2012-09-26,4,1,9,12,0,3,1,1,0.68,0.6364,0.61,0.2239,56,260,316
15959,2012-11-02,4,1,11,15,0,5,1,2,0.4,0.4091,0.4,0.4179,51,255,306
2874,2011-05-04,2,0,5,15,0,3,1,1,0.48,0.4697,0.51,0.4179,22,107,129
3916,2011-06-17,2,0,6,1,0,5,1,1,0.56,0.5303,0.94,0.1343,4,19,23
10045,2012-02-28,1,1,2,13,0,2,1,1,0.36,0.3636,0.32,0.1045,16,174,190
6614,2011-10-08,4,0,10,3,0,6,0,1,0.44,0.4394,0.88,0.0,4,16,20
10897,2012-04-04,2,1,4,4,0,3,1,1,0.42,0.4242,0.67,0.0896,0,1,1
15805,2012-10-25,4,1,10,17,0,4,1,1,0.6,0.5909,0.69,0.1642,112,774,886
16264,2012-11-15,4,1,11,9,0,4,1,2,0.32,0.3182,0.61,0.19399999999999998,17,306,323
4893,2011-07-27,3,0,7,18,0,3,1,1,0.82,0.7121,0.28,0.1045,78,463,541
11763,2012-05-10,2,1,5,7,0,4,1,1,0.44,0.4394,0.72,0.2985,8,393,401
7690,2011-11-22,4,0,11,0,0,2,1,3,0.38,0.3939,0.94,0.1045,0,14,14
14853,2012-09-16,3,1,9,1,0,0,0,1,0.54,0.5152,0.64,0.0,35,82,117
12132,2012-05-25,2,1,5,16,0,5,1,1,0.78,0.7121,0.52,0.2239,137,447,584
17114,2012-12-20,4,1,12,20,0,4,1,3,0.34,0.3333,0.76,0.1642,1,49,50
13366,2012-07-16,3,1,7,2,0,1,1,1,0.7,0.6667,0.74,0.1045,4,11,15
12292,2012-06-01,2,1,6,8,0,5,1,2,0.64,0.5758,0.89,0.19399999999999998,19,675,694
1026,2011-02-15,1,0,2,10,0,2,1,1,0.24,0.2121,0.27,0.2836,5,47,52
12764,2012-06-21,3,1,6,0,0,4,1,1,0.74,0.6970000000000001,0.7,0.0896,16,53,69
4182,2011-06-28,3,0,6,3,0,2,1,2,0.66,0.6212,0.74,0.0,0,2,2
3392,2011-05-26,2,0,5,5,0,4,1,2,0.6,0.5455,0.88,0.0896,2,25,27
14,2011-01-01,1,0,1,13,0,6,0,2,0.46,0.4545,0.72,0.2985,47,47,94
2618,2011-04-23,2,0,4,23,0,6,0,2,0.54,0.5152,0.88,0.1642,31,86,117
14516,2012-09-02,3,1,9,0,0,0,0,2,0.66,0.5909,0.89,0.0896,27,72,99
11032,2012-04-09,2,1,4,19,0,1,1,1,0.52,0.5,0.34,0.3582,35,386,421
3127,2011-05-15,2,0,5,4,0,0,0,2,0.52,0.5,1.0,0.0,5,8,13
11546,2012-05-01,2,1,5,6,0,2,1,3,0.52,0.5,0.77,0.1045,2,24,26
5985,2011-09-11,3,0,9,21,0,0,0,1,0.64,0.6061,0.69,0.0,45,114,159
7525,2011-11-15,4,0,11,3,0,2,1,2,0.54,0.5152,0.68,0.3284,0,4,4
12500,2012-06-10,2,1,6,0,0,0,0,1,0.66,0.6212,0.69,0.1045,33,125,158
14529,2012-09-02,3,1,9,13,0,0,0,3,0.72,0.6970000000000001,0.74,0.0896,263,230,493
14095,2012-08-15,3,1,8,11,0,3,1,2,0.74,0.6818,0.58,0.19399999999999998,80,155,235
3579,2011-06-03,2,0,6,0,0,5,1,1,0.62,0.6212,0.38,0.2836,15,53,68
12635,2012-06-15,2,1,6,15,0,5,1,1,0.72,0.6515,0.39,0.19399999999999998,107,270,377
14423,2012-08-29,3,1,8,3,0,3,1,1,0.62,0.5909,0.73,0.1045,0,9,9
2151,2011-04-04,2,0,4,11,0,1,1,1,0.6,0.6212,0.4,0.3881,58,66,124
1604,2011-03-12,1,0,3,7,0,6,0,1,0.24,0.2273,0.7,0.19399999999999998,4,19,23
6630,2011-10-08,4,0,10,19,0,6,0,1,0.54,0.5152,0.68,0.1343,76,172,248
98,2011-01-05,1,0,1,6,0,3,1,1,0.2,0.19699999999999998,0.47,0.2239,0,33,33
16404,2012-11-21,4,1,11,5,0,3,1,1,0.28,0.2879,0.87,0.1045,1,28,29
8762,2012-01-05,1,1,1,21,0,4,1,1,0.26,0.2727,0.6,0.1343,9,88,97
7414,2011-11-10,4,0,11,12,0,4,1,2,0.42,0.4242,0.67,0.3582,18,149,167
16889,2012-12-11,4,1,12,11,0,2,1,2,0.36,0.3333,0.53,0.3582,28,145,173
1904,2011-03-25,2,0,3,2,0,5,1,1,0.2,0.19699999999999998,0.69,0.2239,0,5,5
8436,2011-12-23,1,0,12,3,0,5,1,3,0.38,0.3939,0.94,0.1343,0,4,4
14093,2012-08-15,3,1,8,9,0,3,1,2,0.72,0.6818,0.62,0.19399999999999998,57,310,367
16900,2012-12-11,4,1,12,22,0,2,1,1,0.3,0.2879,0.56,0.2239,6,100,106
15286,2012-10-04,4,1,10,2,0,4,1,1,0.64,0.5758,0.89,0.0,3,10,13
9619,2012-02-10,1,1,2,17,0,5,1,2,0.34,0.3333,0.42,0.19399999999999998,15,381,396
6073,2011-09-15,3,0,9,14,0,4,1,2,0.64,0.6061,0.65,0.4179,36,134,170
9819,2012-02-19,1,1,2,1,0,0,0,2,0.32,0.303,0.39,0.2537,10,62,72
7252,2011-11-03,4,0,11,18,0,4,1,1,0.46,0.4545,0.63,0.1343,24,409,433
5244,2011-08-11,3,0,8,9,0,4,1,1,0.72,0.6515,0.39,0.2239,31,166,197
4597,2011-07-15,3,0,7,10,0,5,1,2,0.66,0.6212,0.61,0.1642,59,107,166
4275,2011-07-02,3,0,7,0,0,6,0,1,0.68,0.6364,0.47,0.0896,31,84,115
6728,2011-10-12,4,0,10,21,0,3,1,3,0.54,0.5152,1.0,0.1045,9,74,83
16761,2012-12-06,4,1,12,3,0,4,1,1,0.22,0.2273,0.55,0.19399999999999998,0,2,2
547,2011-01-24,1,0,1,22,0,1,1,2,0.14,0.1364,0.63,0.2239,3,32,35
12071,2012-05-23,2,1,5,3,0,3,1,1,0.6,0.5758,0.78,0.1045,0,5,5
10004,2012-02-26,1,1,2,20,0,0,0,1,0.32,0.3182,0.42,0.1642,9,79,88
17183,2012-12-23,1,1,12,17,0,0,0,1,0.32,0.3182,0.49,0.19399999999999998,21,93,114
13746,2012-07-31,3,1,7,22,0,2,1,1,0.68,0.6364,0.74,0.2537,33,224,257
12451,2012-06-07,2,1,6,23,0,4,1,1,0.56,0.5303,0.52,0.1343,42,135,177
5412,2011-08-18,3,0,8,9,0,4,1,1,0.72,0.6818,0.66,0.2537,42,186,228
12395,2012-06-05,2,1,6,15,0,2,1,2,0.58,0.5455,0.46,0.1343,54,218,272
14704,2012-09-09,3,1,9,20,0,0,0,1,0.62,0.6212,0.41,0.2836,91,265,356
1687,2011-03-15,1,0,3,21,0,2,1,3,0.32,0.3333,0.81,0.1045,2,53,55
3071,2011-05-12,2,0,5,20,0,4,1,1,0.6,0.6061,0.64,0.19399999999999998,56,220,276
15172,2012-09-29,4,1,9,8,0,6,0,1,0.5,0.4848,0.68,0.2836,37,174,211
5954,2011-09-10,3,0,9,14,0,6,0,1,0.74,0.6818,0.55,0.2836,129,230,359
15140,2012-09-28,4,1,9,0,0,5,1,3,0.6,0.5455,0.88,0.1642,2,15,17
2610,2011-04-23,2,0,4,15,0,6,0,1,0.6,0.5909,0.73,0.3881,171,226,397
13270,2012-07-12,3,1,7,2,0,4,1,2,0.66,0.6212,0.65,0.0896,0,9,9
2619,2011-04-24,2,0,4,0,0,0,0,1,0.52,0.5,0.83,0.2239,30,66,96
1843,2011-03-22,2,0,3,12,0,2,1,1,0.46,0.4545,0.47,0.2537,35,86,121
14982,2012-09-21,3,1,9,10,0,5,1,1,0.62,0.6061,0.61,0.2239,44,181,225
2350,2011-04-12,2,0,4,19,0,2,1,2,0.42,0.4242,0.82,0.2836,3,127,130
4529,2011-07-12,3,0,7,14,0,2,1,1,0.9,0.8485,0.42,0.2985,33,91,124
10545,2012-03-20,1,1,3,11,0,2,1,1,0.58,0.5455,0.83,0.1343,74,156,230
6154,2011-09-18,3,0,9,23,0,0,0,1,0.54,0.5152,0.68,0.19399999999999998,10,44,54
8305,2011-12-17,4,0,12,16,0,6,0,1,0.28,0.2727,0.45,0.2239,30,192,222
845,2011-02-07,1,0,2,15,0,1,1,2,0.38,0.3939,0.54,0.0896,4,46,50
7745,2011-11-24,4,0,11,7,1,4,0,1,0.26,0.2727,0.75,0.1045,9,31,40
3549,2011-06-01,2,0,6,18,0,3,1,3,0.82,0.7879,0.56,0.3881,31,278,309
15311,2012-10-05,4,1,10,3,0,5,1,1,0.54,0.5152,0.73,0.0,5,11,16
8138,2011-12-10,4,0,12,17,0,6,0,1,0.28,0.2576,0.36,0.3284,34,151,185
1310,2011-02-27,1,0,2,18,0,0,0,1,0.4,0.4091,0.54,0.19399999999999998,24,103,127
2118,2011-04-03,2,0,4,2,0,0,0,1,0.26,0.2727,0.7,0.1343,5,19,24
4791,2011-07-23,3,0,7,12,0,6,0,1,0.92,0.8636,0.37,0.1045,71,164,235
10065,2012-02-29,1,1,2,10,0,3,1,3,0.3,0.303,0.81,0.1642,0,10,10
16912,2012-12-12,4,1,12,10,0,3,1,2,0.3,0.303,0.56,0.1642,20,116,136
6063,2011-09-15,3,0,9,4,0,4,1,1,0.6,0.5758,0.78,0.1045,2,5,7
5478,2011-08-21,3,0,8,3,0,0,0,1,0.66,0.6061,0.83,0.2239,25,26,51
12493,2012-06-09,2,1,6,17,0,6,0,1,0.84,0.7121,0.24,0.0,238,257,495
4169,2011-06-27,3,0,6,14,0,1,1,2,0.72,0.6667,0.58,0.0896,58,100,158
4099,2011-06-24,3,0,6,16,0,5,1,1,0.8,0.6970000000000001,0.33,0.4179,80,247,327
12724,2012-06-19,2,1,6,8,0,2,1,2,0.6,0.5758,0.78,0.1642,40,633,673
1468,2011-03-06,1,0,3,11,0,0,0,2,0.42,0.4242,1.0,0.2239,18,44,62
3055,2011-05-12,2,0,5,4,0,4,1,1,0.42,0.4242,0.94,0.0,1,5,6
8722,2012-01-04,1,1,1,5,0,3,1,1,0.02,0.0455,0.41,0.19399999999999998,0,14,14
11889,2012-05-15,2,1,5,13,0,2,1,3,0.64,0.6061,0.73,0.19399999999999998,35,204,239
